budget,genres,id,keywords,overview,popularity,production_companies,production_countries,revenue,runtime,spoken_languages,title,vote_average,vote_count,is_english,release_year,release_month,Action,Adventure,Fantasy,Science Fiction,Crime,Drama,Thriller,Animation,Family,Western,Comedy,Romance,Horror,Mystery,History,War,Music,Documentary,fr,es,de,ru,it,ja,zh,Warner Bros.,Universal Pictures,Paramount Pictures,Twentieth Century Fox Film Corporation,Columbia Pictures,New Line Cinema,Walt Disney Pictures,Relativity Media
270000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",1452,"[{""id"": 83, ""name"": ""saving the world""}, {""id"": 849, ""name"": ""dc comics""}, {""id"": 8872, ""name"": ""invulnerability""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 163455, ""name"": ""super powers""}, {""id"": 179102, ""name"": ""superhuman strength""}]","Superman return to discover his 5 - year absence have allow Lex Luthor to walk free , and that those he be close too felt abandon and have move on . Luthor plot his ultimate revenge that could see million kill and change the face of the planet forever , as well as rid himself of the Man of Steel .",57.925623,"[{""name"": ""DC Comics"", ""id"": 429}, {""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Bad Hat Harry Productions"", ""id"": 9168}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",391081192,154.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Superman Returns,5.4,1400,1,2006,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
200000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",10764,"[{""id"": 627, ""name"": ""killing""}, {""id"": 1568, ""name"": ""undercover""}, {""id"": 4289, ""name"": ""secret agent""}, {""id"": 156095, ""name"": ""british secret service""}]","Quantum of Solace continue the adventure of James Bond after Casino Royale . betray by Vesper , the woman he love , 007 fight the urge to make his late mission personal . pursue his determination to uncover the truth , Bond and M interrogate Mr. White , who reveal that the organization that blackmail Vesper be far more complex and dangerous than anyone have imagine .",107.928811,"[{""name"": ""Eon Productions"", ""id"": 7576}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",586090727,106.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Quantum of Solace,6.1,2965,1,2008,10,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
200000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",58,"[{""id"": 616, ""name"": ""witch""}, {""id"": 663, ""name"": ""fortune teller""}, {""id"": 910, ""name"": ""bondage""}, {""id"": 911, ""name"": ""exotic island""}, {""id"": 1299, ""name"": ""monster""}, {""id"": 1316, ""name"": ""captain""}, {""id"": 1317, ""name"": ""card game""}, {""id"": 1319, ""name"": ""east india trading company""}, {""id"": 1461, ""name"": ""compass""}, {""id"": 3799, ""name"": ""ship""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 12988, ""name"": ""pirate""}, {""id"": 157186, ""name"": ""swashbuckler""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}]","Captain Jack Sparrow work his way out of a blood debt with the ghostly Davey Jones , he also attempt to avoid eternal damnation .",145.847379,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Jerry Bruckheimer Films"", ""id"": 130}, {""name"": ""Second Mate Productions"", ""id"": 19936}]","[{""iso_3166_1"": ""JM"", ""name"": ""Jamaica""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""BS"", ""name"": ""Bahamas""}, {""iso_3166_1"": ""DM"", ""name"": ""Dominica""}]",1065659812,151.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""tr"", ""name"": ""T\u00fcrk\u00e7e""}, {""iso_639_1"": ""el"", ""name"": ""\u03b5\u03bb\u03bb\u03b7\u03bd\u03b9\u03ba\u03ac""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Pirates of the Caribbean: Dead Man's Chest,7.0,5246,1,2006,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
255000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 37, ""name"": ""Western""}]",57201,"[{""id"": 1556, ""name"": ""texas""}, {""id"": 2673, ""name"": ""horse""}, {""id"": 5385, ""name"": ""survivor""}, {""id"": 5901, ""name"": ""texas ranger""}, {""id"": 9104, ""name"": ""partner""}, {""id"": 9503, ""name"": ""outlaw""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 10909, ""name"": ""lawyer""}, {""id"": 13008, ""name"": ""train""}]","the Texas Rangers chase down a gang of outlaws lead by Butch Cavendish , but the gang ambush the Rangers , seemingly kill they all . one survivor be find , however , by an American Indian name Tonto , who nurse he back to health . the Ranger , don a mask and ride a white stallion name Silver , team up with Tonto to bring the unscrupulous gang and other of that ilk to justice .",49.046956,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Jerry Bruckheimer Films"", ""id"": 130}, {""name"": ""Infinitum Nihil"", ""id"": 2691}, {""name"": ""Silver Bullet Productions (II)"", ""id"": 37380}, {""name"": ""Blind Wink Productions"", ""id"": 37381}, {""name"": ""Classic Media"", ""id"": 37382}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",89289910,149.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Lone Ranger,5.9,2311,1,2013,7,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
225000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",49521,"[{""id"": 83, ""name"": ""saving the world""}, {""id"": 849, ""name"": ""dc comics""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 10761, ""name"": ""superhuman""}, {""id"": 14909, ""name"": ""alien invasion""}, {""id"": 161184, ""name"": ""reboot""}, {""id"": 163455, ""name"": ""super powers""}, {""id"": 229266, ""name"": ""dc extended universe""}]","a young boy learn that he have extraordinary power and be not of this earth . as a young man , he journey to discover where he come from and what he be send here to do . but the hero in he must emerge if he be to save the world from annihilation and become the symbol of hope for all mankind .",99.398009,"[{""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""DC Entertainment"", ""id"": 9993}, {""name"": ""Syncopy"", ""id"": 9996}, {""name"": ""Cruel and Unusual Films"", ""id"": 78685}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",662845518,143.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Man of Steel,6.5,6359,1,2013,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
225000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",2454,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 855, ""name"": ""fictional place""}, {""id"": 1155, ""name"": ""brother sister relationship""}, {""id"": 2043, ""name"": ""lion""}, {""id"": 3714, ""name"": ""human being""}, {""id"": 4391, ""name"": ""wretch""}, {""id"": 5144, ""name"": ""matter of life and death""}, {""id"": 6150, ""name"": ""faith""}, {""id"": 6464, ""name"": ""uncle""}, {""id"": 166930, ""name"": ""narnia""}, {""id"": 170362, ""name"": ""fantasy world""}]","one year after their incredible adventure in the Lion , the Witch and the Wardrobe , Peter , Edmund , Lucy and Susan Pevensie return to Narnia to aid a young prince whose life have be threaten by the evil King Miraz . now , with the help of a colorful cast of new character , include Trufflehunter the badger and Nikabrik the dwarf , the Pevensie clan embark on an incredible quest to ensure that Narnia be return to its rightful heir .",53.978602,"[{""name"": ""Walt Disney"", ""id"": 5888}, {""name"": ""Walden Media"", ""id"": 10221}, {""name"": ""Stillking Films"", ""id"": 11345}, {""name"": ""Ozumi Films"", ""id"": 11440}, {""name"": ""Propeler"", ""id"": 11441}, {""name"": ""Silverbell Films"", ""id"": 11442}, {""name"": ""Revolution Sun Studios"", ""id"": 76043}]","[{""iso_3166_1"": ""CZ"", ""name"": ""Czech Republic""}, {""iso_3166_1"": ""PL"", ""name"": ""Poland""}, {""iso_3166_1"": ""SI"", ""name"": ""Slovenia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",419651413,150.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Chronicles of Narnia: Prince Caspian,6.3,1630,1,2008,5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",24428,"[{""id"": 242, ""name"": ""new york""}, {""id"": 5539, ""name"": ""shield""}, {""id"": 8828, ""name"": ""marvel comic""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 14909, ""name"": ""alien invasion""}, {""id"": 155030, ""name"": ""superhero team""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 180547, ""name"": ""marvel cinematic universe""}]","when an unexpected enemy emerge and threaten global safety and security , Nick Fury , director of the international peacekeeping agency know as s.h.i.e.l.d. , find himself in need of a team to pull the world back from the brink of disaster . span the globe , a daring recruitment effort begin !",144.448633,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Marvel Studios"", ""id"": 420}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1519557910,143.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Avengers,7.4,11776,1,2012,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
380000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}]",1865,"[{""id"": 658, ""name"": ""sea""}, {""id"": 1316, ""name"": ""captain""}, {""id"": 1860, ""name"": ""mutiny""}, {""id"": 1938, ""name"": ""sword""}, {""id"": 2569, ""name"": ""prime minister""}, {""id"": 3180, ""name"": ""sailing""}, {""id"": 3625, ""name"": ""silver""}, {""id"": 3799, ""name"": ""ship""}, {""id"": 4235, ""name"": ""duke""}, {""id"": 5938, ""name"": ""mermaid""}, {""id"": 12988, ""name"": ""pirate""}, {""id"": 13065, ""name"": ""soldier""}, {""id"": 14643, ""name"": ""battle""}, {""id"": 157186, ""name"": ""swashbuckler""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 209714, ""name"": ""3d""}]","Captain Jack Sparrow cross path with a woman from his past , and he be not sure if it be love -- or if she be a ruthless con artist who be use he to find the fabled Fountain of Youth . when she force he aboard the Queen Anne 's Revenge , the ship of the formidable pirate Blackbeard , Jack find himself on an unexpected adventure in which he do not know who to fear more : Blackbeard or the woman from his past .",135.413856,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Jerry Bruckheimer Films"", ""id"": 130}, {""name"": ""Moving Picture Company (MPC)"", ""id"": 20478}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1045713802,136.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Pirates of the Caribbean: On Stranger Tides,6.4,4948,1,2011,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
225000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",41154,"[{""id"": 4379, ""name"": ""time travel""}, {""id"": 5455, ""name"": ""time machine""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 174915, ""name"": ""fictional government agency""}]","agent J ( Will Smith ) and K ( Tommy Lee Jones ) be back ... in time . J have see some inexplicable thing in his 15 year with the Men in Black , but nothing , not even alien , perplex he as much as his wry , reticent partner . but when K 's life and the fate of the planet be put at stake , Agent J will have to travel back in time to put thing right . J discover that there be secret to the universe that K never tell he - secret that will reveal themselves as he team up with the young Agent K ( Josh Brolin ) to save his partner , the agency , and the future of humankind .",52.035179,"[{""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Media Magik Entertainment"", ""id"": 5627}, {""name"": ""Imagenation Abu Dhabi FZ"", ""id"": 6736}, {""name"": ""Hemisphere Media Capital"", ""id"": 9169}, {""name"": ""Parkes/MacDonald Productions"", ""id"": 11084}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",624026776,106.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Men in Black 3,6.2,4160,1,2012,5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",122917,"[{""id"": 417, ""name"": ""corruption""}, {""id"": 603, ""name"": ""elves""}, {""id"": 604, ""name"": ""dwarves""}, {""id"": 606, ""name"": ""orcs""}, {""id"": 609, ""name"": ""middle-earth (tolkien)""}, {""id"": 611, ""name"": ""hobbit""}, {""id"": 12554, ""name"": ""dragon""}, {""id"": 14643, ""name"": ""battle""}, {""id"": 167982, ""name"": ""unlikely friendship""}, {""id"": 234213, ""name"": ""sword and sorcery""}]","immediately after the event of the Desolation of Smaug , Bilbo and the dwarf try to defend Erebor 's mountain of treasure from other who claim it : the man of the ruin Laketown and the elf of Mirkwood . meanwhile an army of Orcs lead by Azog the Defiler be march on Erebor , fuel by the rise of the dark lord Sauron . dwarf , elf and man must unite , and the hope for Middle - Earth fall into Bilbo 's hand .",120.965743,"[{""name"": ""WingNut Films"", ""id"": 11}, {""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Warner Bros. Pictures"", ""id"": 174}, {""name"": ""3Foot7"", ""id"": 7413}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""NZ"", ""name"": ""New Zealand""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",956019788,144.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Hobbit: The Battle of the Five Armies,7.1,4760,1,2014,12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
215000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",1930,"[{""id"": 1872, ""name"": ""loss of father""}, {""id"": 7002, ""name"": ""vigilante""}, {""id"": 8803, ""name"": ""serum""}, {""id"": 8828, ""name"": ""marvel comic""}, {""id"": 158456, ""name"": ""masked vigilante""}, {""id"": 161184, ""name"": ""reboot""}, {""id"": 163455, ""name"": ""super powers""}, {""id"": 163561, ""name"": ""genetic engineering""}, {""id"": 171556, ""name"": ""social outcast""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]","Peter Parker be an outcast high schooler abandon by his parent as a boy , leave he to be raise by his Uncle Ben and Aunt May . like most teenager , Peter be try to figure out who he be and how he get to be the person he be today . as Peter discover a mysterious briefcase that belong to his father , he begin a quest to understand his parent ' disappearance – lead he directly to Oscorp and the lab of Dr. Curt Connors , his father 's former partner . as Spider - Man be set on a collision course with Connors ' alter ego , the Lizard , Peter will make life - alter choice to use his power and shape his destiny to become a hero .",89.866276,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Laura Ziskin Productions"", ""id"": 326}, {""name"": ""Marvel Entertainment"", ""id"": 7505}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",752215857,136.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Amazing Spider-Man,6.5,6586,1,2012,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
200000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",20662,"[{""id"": 4147, ""name"": ""robin hood""}, {""id"": 4393, ""name"": ""archer""}, {""id"": 10466, ""name"": ""knight""}, {""id"": 18101, ""name"": ""bow and arrow""}]","when soldier Robin happen upon the die Robert of Loxley , he promise to return the man 's sword to his family in Nottingham . there , he assume Robert 's identity ; romance his widow , Marion ; and draw the ire of the town 's sheriff and King John 's henchman , Godfrey .",37.668301,"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Relativity Media"", ""id"": 7295}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",310669540,140.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""th"", ""name"": ""\u0e20\u0e32\u0e29\u0e32\u0e44\u0e17\u0e22""}]",Robin Hood,6.2,1398,1,2010,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
250000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",57158,"[{""id"": 603, ""name"": ""elves""}, {""id"": 604, ""name"": ""dwarves""}, {""id"": 606, ""name"": ""orcs""}, {""id"": 611, ""name"": ""hobbit""}, {""id"": 12554, ""name"": ""dragon""}, {""id"": 177912, ""name"": ""wizard""}, {""id"": 234213, ""name"": ""sword and sorcery""}]","the Dwarves , Bilbo and Gandalf have successfully escape the Misty Mountains , and Bilbo have gain the one Ring . they all continue their journey to get their gold back from the Dragon , Smaug .",94.370564,"[{""name"": ""WingNut Films"", ""id"": 11}, {""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Warner Bros. Pictures"", ""id"": 174}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""NZ"", ""name"": ""New Zealand""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",958400000,161.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Hobbit: The Desolation of Smaug,7.6,4524,1,2013,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
180000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",2268,"[{""id"": 392, ""name"": ""england""}, {""id"": 1461, ""name"": ""compass""}, {""id"": 1706, ""name"": ""experiment""}, {""id"": 2596, ""name"": ""lordship""}, {""id"": 6464, ""name"": ""uncle""}, {""id"": 13014, ""name"": ""orphan""}, {""id"": 18165, ""name"": ""animal""}, {""id"": 223438, ""name"": ""based on young adult novel""}]","after overhear a shocking secret , precocious orphan Lyra Belacqua trade her carefree existence roam the hall of Jordan College for an otherworldly adventure in the far North , unaware that it be part of her destiny .",42.990906,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""Depth of Field"", ""id"": 1473}, {""name"": ""Scholastic Productions"", ""id"": 1938}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",372234864,113.0,"[{""iso_639_1"": ""is"", ""name"": ""\u00cdslenska""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",The Golden Compass,5.8,1303,1,2007,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
207000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]",254,"[{""id"": 837, ""name"": ""show business""}, {""id"": 886, ""name"": ""film making""}, {""id"": 887, ""name"": ""film producer""}, {""id"": 911, ""name"": ""exotic island""}, {""id"": 1299, ""name"": ""monster""}, {""id"": 3799, ""name"": ""ship""}, {""id"": 12616, ""name"": ""dinosaur""}]","in 1933 New York , an overly ambitious movie producer coerce his cast and hire ship crew to travel to mysterious Skull Island , where they encounter Kong , a giant ape who be immediately smitten with the lead lady .",61.22601,"[{""name"": ""WingNut Films"", ""id"": 11}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Big Primate Pictures"", ""id"": 68}, {""name"": ""MFPV Film"", ""id"": 69}]","[{""iso_3166_1"": ""NZ"", ""name"": ""New Zealand""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",550000000,187.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",King Kong,6.6,2337,1,2005,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
200000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",597,"[{""id"": 2580, ""name"": ""shipwreck""}, {""id"": 3799, ""name"": ""ship""}, {""id"": 4210, ""name"": ""panic""}, {""id"": 4953, ""name"": ""ocean liner""}, {""id"": 6917, ""name"": ""epic""}, {""id"": 9673, ""name"": ""love""}, {""id"": 10617, ""name"": ""disaster""}, {""id"": 10703, ""name"": ""tragic love""}, {""id"": 14514, ""name"": ""class differences""}, {""id"": 156395, ""name"": ""imax""}, {""id"": 165086, ""name"": ""star crossed lovers""}, {""id"": 209714, ""name"": ""3d""}]","84 year later , a 101 - year - old woman name Rose DeWitt Bukater tell the story to her granddaughter Lizzy Calvert , Brock Lovett , Lewis Bodine , Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912 , on a ship call Titanic when young Rose board the depart ship with the upper - class passenger and her mother , Ruth DeWitt Bukater , and her fiancé , Caledon Hockley . meanwhile , a drifter and artist name Jack Dawson and his good friend Fabrizio De Rossi win third - class ticket to the ship in a game . and she explain the whole story from departure until the death of Titanic on its first and last voyage April 15th , 1912 at 2:20 in the morning .",100.025899,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Lightstorm Entertainment"", ""id"": 574}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1845034188,194.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""sv"", ""name"": ""svenska""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Titanic,7.5,7562,1,1997,11,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0
250000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",271110,"[{""id"": 393, ""name"": ""civil war""}, {""id"": 6091, ""name"": ""war""}, {""id"": 8828, ""name"": ""marvel comic""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 156395, ""name"": ""imax""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 180547, ""name"": ""marvel cinematic universe""}, {""id"": 209714, ""name"": ""3d""}]","follow the event of Age of Ultron , the collective government of the world pass an act design to regulate all superhuman activity . this polarize opinion amongst the Avengers , cause two faction to side with Iron Man or Captain America , which cause an epic battle between former ally .",198.372395,"[{""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Marvel Studios"", ""id"": 420}, {""name"": ""Walt Disney Studios Motion Pictures"", ""id"": 3036}, {""name"": ""Vita-Ray Dutch Productions (III)"", ""id"": 84424}, {""name"": ""Deluxe Digital Studios"", ""id"": 84425}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1153304495,147.0,"[{""iso_639_1"": ""ro"", ""name"": ""Rom\u00e2n\u0103""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Captain America: Civil War,7.1,7241,1,2016,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
